trial_id,label,label_name,hit,timed_out,outcome,fighting,final_x,dist_final,mean_dist,min_dist,frac_correct_side,n_reversals,n_reversals_wrong,n_reversals_correct,peak_excursion,n_frames,trial_duration_s,reaction_frames,reaction_s,game,subject,session
14,0,LEFT,False,False,wrong_paddle,False,740.0,680.0,511.0,342.0,0.0,0,0,0,0.0,170,2.8333333333333335,,,neurofeedback,Subject_000,Session_001
15,1,RIGHT,True,False,hit,False,740.0,30.0,190.8923076923077,30.0,1.0,18,0,18,340.0,260,4.333333333333333,0.0,0.0,neurofeedback,Subject_000,Session_001
16,0,LEFT,False,False,wrong_paddle,False,740.0,680.0,511.0,342.0,0.0,0,0,0,0.0,170,2.8333333333333335,,,neurofeedback,Subject_000,Session_001
17,1,RIGHT,True,False,hit,False,740.0,30.0,202.95604395604394,30.0,1.0,6,0,6,340.0,182,3.033333333333333,0.0,0.0,neurofeedback,Subject_000,Session_001
18,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,470.2027972027972,288.0,0.2902097902097902,11,8,3,82.0,286,4.766666666666667,0.0,0.0,neurofeedback,Subject_000,Session_001
19,0,LEFT,False,False,close_weak_early,False,356.0,296.0,231.4505119453925,46.0,0.8549488054607508,40,11,29,294.0,586,9.766666666666667,0.0,0.0,neurofeedback,Subject_000,Session_001
20,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,538.3829787234042,372.0,0.0,4,4,0,0.0,188,3.1333333333333333,,,neurofeedback,Subject_000,Session_001
21,1,RIGHT,True,False,hit,False,740.0,30.0,241.43103448275863,30.0,0.8017241379310345,5,1,4,340.0,232,3.8666666666666667,46.0,0.7666666666666667,neurofeedback,Subject_000,Session_001
22,0,LEFT,False,False,close_weak_early,True,280.0,220.0,457.36301369863014,220.0,0.10273972602739725,35,35,0,120.0,584,9.733333333333333,524.0,8.733333333333333,neurofeedback,Subject_000,Session_001
23,0,LEFT,True,False,hit,False,60.0,0.0,243.35220125786162,0.0,0.789308176100629,28,5,23,340.0,318,5.3,0.0,0.0,neurofeedback,Subject_000,Session_001
